route,content_id,template,publication_availability,locale,version,condition,instance_kind,navigation_path,shortest_observed_link_depth,navigation_status,intended_payoff,reason_to_continue,default_inspection,expanded_inspection,desktop_inspection,mobile_inspection,evidence_path,existing_or_new_issue,severity,issue,disposition,affected_batch
/explore/atlas/constraint-first-realist,constraint-first-realist,components/worldview-profile/worldview-profile-page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,reviewed case claims/sources disclosed within page; some patterns have no attached case,finite route,"[""/"",""/explore"",""/explore/atlas/constraint-first-realist""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Power with Limits,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/28-decision-pattern-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/explore/atlas/competitive-balancer,competitive-balancer,components/worldview-profile/worldview-profile-page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,reviewed case claims/sources disclosed within page; some patterns have no attached case,finite route,"[""/"",""/explore"",""/explore/atlas/competitive-balancer""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Power and Leverage,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/28-decision-pattern-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/explore/atlas/coalition-pragmatist,coalition-pragmatist,components/worldview-profile/worldview-profile-page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,reviewed case claims/sources disclosed within page; some patterns have no attached case,finite route,"[""/"",""/explore"",""/explore/atlas/coalition-pragmatist""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Coalitions First,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/28-decision-pattern-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/explore/atlas/institution-builder,institution-builder,components/worldview-profile/worldview-profile-page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,reviewed case claims/sources disclosed within page; some patterns have no attached case,finite route,"[""/"",""/explore"",""/explore/atlas/institution-builder""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Rules and Cooperation,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/28-decision-pattern-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/explore/atlas/legitimacy-attuned-reader,legitimacy-attuned-reader,components/worldview-profile/worldview-profile-page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,reviewed case claims/sources disclosed within page; some patterns have no attached case,finite route,"[""/"",""/explore"",""/explore/atlas/legitimacy-attuned-reader""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Meaning and Legitimacy,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/28-decision-pattern-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/explore/atlas/justice-forward-solidarist,justice-forward-solidarist,components/worldview-profile/worldview-profile-page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,reviewed case claims/sources disclosed within page; some patterns have no attached case,finite route,"[""/"",""/explore"",""/explore/atlas/justice-forward-solidarist""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Justice and Protection,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/28-decision-pattern-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/explore/atlas/structural-inequality-critic,structural-inequality-critic,components/worldview-profile/worldview-profile-page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,reviewed case claims/sources disclosed within page; some patterns have no attached case,finite route,"[""/"",""/explore"",""/explore/atlas/structural-inequality-critic""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Power Behind the Rules,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/28-decision-pattern-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/explore/atlas/development-sovereignty-builder,development-sovereignty-builder,components/worldview-profile/worldview-profile-page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,reviewed case claims/sources disclosed within page; some patterns have no attached case,finite route,"[""/"",""/explore"",""/explore/atlas/development-sovereignty-builder""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Capacity and Autonomy,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/28-decision-pattern-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/explore/atlas/cross-pressured-synthesizer,cross-pressured-synthesizer,components/worldview-profile/worldview-profile-page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,reviewed case claims/sources disclosed within page; some patterns have no attached case,finite route,"[""/"",""/explore"",""/explore/atlas/cross-pressured-synthesizer""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Different by Domain,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/28-decision-pattern-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/explore/reference/john-mearsheimer,john-mearsheimer,app/explore/reference/[id]/page.tsx,published,en,2,dimension evidence details closed by default; sources and revision records below,finite route,"[""/"",""/explore"",""/explore/reference/john-mearsheimer""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,John Mearsheimer,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/29-reference-thinker-detail.jpg,existing,bounded review finding,"[{""id"":""B-reference-evidence"",""routes"":[""/explore/reference"",""/explore/reference/alexander-wendt"",""/explore/reference/john-mearsheimer""],""finding"":""Routine coding/review metadata dominates introductions; explanatory evidence is confined to a narrow column and collapsed notes."",""bounded_next_action"":""Keep exact provenance available, use the available desktop region for fuller claim/rival/source explanation, and demote routine metadata.""}]",Batch B; no issued semantic change in A,B
